,ua,insc,estado_civil,sit_lab_alumno,tipo_res_alumno,sit_lab_padres,estudios_padres
791,FCEQN,FCEQN-7167,1.0,NC,-1.0,-1,1.0
792,FCEQN,FCEQN-6591,1.0,NC,-1.0,-1,1.0
793,FCEQN,FCEQN-6540,1.0,NC,-1.0,-1,-1.0
794,FCEQN,FCEQN-7222,1.0,NC,-1.0,-1,1.0
795,FCEQN,FCEQN-6919,1.0,NC,-1.0,-1,-1.0
796,FCEQN,FCEQN-6953,1.0,NC,-1.0,-1,1.0
797,FCEQN,FCEQN-6766,1.0,NC,-1.0,-1,-1.0
798,FCEQN,FCEQN-6865,1.0,NC,-1.0,-1,-1.0
799,FCEQN,FCEQN-6006,1.0,NC,-1.0,-1,-1.0
800,FCEQN,FCEQN-7171,1.0,NC,-1.0,-1,1.0
801,FCEQN,FCEQN-6690,1.0,NC,-1.0,-1,-1.0
802,FCEQN,FCEQN-5918,1.0,NC,-1.0,-1,1.0
803,FCEQN,FCEQN-6595,1.0,NC,2.0,-1,1.0
804,FCEQN,FCEQN-6971,1.0,NC,-1.0,-1,1.0
805,FCEQN,FCEQN-6815,1.0,NC,-1.0,-1,1.0
806,FCEQN,FCEQN-6564,1.0,NC,-1.0,-1,-1.0
807,FCEQN,FCEQN-7127,1.0,NC,-1.0,-1,-1.0
808,FCEQN,FCEQN-6943,1.0,NC,-1.0,-1,1.0
809,FCEQN,FCEQN-6736,1.0,NC,-1.0,-1,1.0
810,FCEQN,FCEQN-6697,1.0,NC,-1.0,-1,-1.0
811,FCEQN,FCEQN-6737,1.0,NC,-1.0,-1,1.0
812,FCEQN,FCEQN-6866,1.0,NC,-1.0,-1,-1.0
813,FCEQN,FCEQN-6912,1.0,NC,-1.0,-1,-1.0
814,FCEQN,FCEQN-6749,1.0,NC,-1.0,-1,1.0
815,FCEQN,FCEQN-7055,1.0,NC,-1.0,-1,1.0
816,FCEQN,FCEQN-7154,1.0,NC,-1.0,-1,1.0
817,FCEQN,FCEQN-6991,1.0,NC,-1.0,-1,-1.0
818,FCEQN,FCEQN-6652,1.0,NC,4.0,3,5.0
819,FCEQN,FCEQN-6528,1.0,NC,2.0,-1,1.0
820,FCEQN,FCEQN-6553,1.0,NC,-1.0,-1,-1.0
821,FCEQN,FCEQN-6685,1.0,NC,-1.0,-1,-1.0
822,FCEQN,FCEQN-6497,1.0,NC,-1.0,-1,1.0
823,FCEQN,FCEQN-6534,1.0,NC,-1.0,-1,-1.0
824,FCEQN,FCEQN-6288,1.0,NC,-1.0,-1,1.0
825,FCEQN,FCEQN-6676,2.0,NC,-1.0,-1,1.0
826,FCEQN,FCEQN-6724,1.0,NC,-1.0,-1,-1.0
827,FCEQN,FCEQN-6893,1.0,NC,-1.0,-1,-1.0
828,FCEQN,FCEQN-6796,1.0,NC,-1.0,-1,1.0
829,FCEQN,FCEQN-6942,1.0,NC,-1.0,-1,-1.0
830,FCEQN,FCEQN-6616,1.0,NC,-1.0,-1,1.0
831,FCEQN,FCEQN-6482,1.0,NC,-1.0,-1,1.0
832,FCEQN,FCEQN-6624,1.0,NC,-1.0,-1,-1.0
833,FCEQN,FCEQN-6583,1.0,NC,-1.0,-1,1.0
834,FCEQN,FCEQN-6710,1.0,NC,-1.0,-1,-1.0
835,FCEQN,FCEQN-7005,1.0,NC,-1.0,-1,-1.0
836,FCEQN,FCEQN-6734,1.0,NC,-1.0,-1,-1.0
837,FCEQN,FCEQN-6567,1.0,NC,-1.0,-1,-1.0
838,FCEQN,FCEQN-6851,1.0,NC,-1.0,-1,-1.0
839,FCEQN,FCEQN-7118,1.0,NC,-1.0,-1,-1.0
840,FCEQN,FCEQN-6784,1.0,NC,-1.0,-1,-1.0
841,FCEQN,FCEQN-5972,1.0,NC,-1.0,-1,-1.0
842,FCEQN,FCEQN-6764,1.0,NC,-1.0,-1,1.0
843,FCEQN,FCEQN-7024,1.0,NC,-1.0,-1,1.0
844,FCEQN,FCEQN-7252,1.0,NC,-1.0,-1,1.0
845,FCEQN,FCEQN-6803,1.0,NC,-1.0,-1,-1.0
846,FCEQN,FCEQN-7017,1.0,NC,-1.0,-1,-1.0
847,FCEQN,FCEQN-6579,1.0,NC,-1.0,-1,-1.0
848,FCEQN,FCEQN-7010,1.0,NC,-1.0,4,4.0
849,FCEQN,FCEQN-6849,1.0,NC,-1.0,-1,1.0
850,FCEQN,FCEQN-7253,1.0,NC,-1.0,-1,-1.0
851,FCEQN,FCEQN-6798,1.0,NC,-1.0,-1,-1.0
852,FCEQN,FCEQN-6695,1.0,NC,-1.0,-1,-1.0
853,FCEQN,FCEQN-7254,1.0,NC,-1.0,-1,-1.0
854,FCEQN,FCEQN-6932,1.0,NC,-1.0,-1,1.0
855,FCEQN,FCEQN-7255,1.0,NC,-1.0,-1,-1.0
856,FCEQN,FCEQN-7041,1.0,NC,-1.0,-1,1.0
857,FCEQN,FCEQN-6770,1.0,NC,-1.0,-1,-1.0
858,FCEQN,FCEQN-6654,1.0,NC,-1.0,-1,-1.0
859,FCEQN,FCEQN-6619,1.0,NC,-1.0,-1,-1.0
860,FCEQN,FCEQN-6876,1.0,NC,-1.0,-1,-1.0
861,FCEQN,FCEQN-6931,1.0,NC,-1.0,-1,1.0
862,FCEQN,FCEQN-6729,1.0,NC,-1.0,-1,-1.0
863,FCEQN,FCEQN-6824,6.0,NC,-1.0,-1,1.0
864,FCEQN,FCEQN-6609,1.0,NC,-1.0,-1,-1.0
865,FCEQN,FCEQN-6657,1.0,NC,-1.0,-1,-1.0
866,FCEQN,FCEQN-7174,1.0,NC,-1.0,-1,-1.0
867,FCEQN,FCEQN-6602,1.0,NC,-1.0,-1,1.0
868,FCEQN,FCEQN-6173,1.0,NC,-1.0,-1,-1.0
869,FCEQN,FCEQN-6911,1.0,NC,-1.0,-1,-1.0
870,FCEQN,FCEQN-7256,1.0,NC,-1.0,-1,1.0
871,FCEQN,FCEQN-6705,1.0,NC,-1.0,-1,-1.0
872,FCEQN,FCEQN-7031,1.0,NC,-1.0,-1,-1.0
873,FCEQN,FCEQN-6511,1.0,NC,-1.0,-1,1.0
874,FCEQN,FCEQN-6245,1.0,NC,4.0,-1,-1.0
875,FCEQN,FCEQN-7213,1.0,NC,-1.0,4,5.0
876,FCEQN,FCEQN-6516,1.0,NC,-1.0,-1,-1.0
877,FCEQN,FCEQN-7113,1.0,NC,-1.0,-1,1.0
878,FCEQN,FCEQN-6890,1.0,NC,-1.0,-1,1.0
879,FCEQN,FCEQN-6939,1.0,NC,-1.0,-1,1.0
880,FCEQN,FCEQN-6673,1.0,NC,-1.0,-1,-1.0
881,FCEQN,FCEQN-6780,1.0,NC,-1.0,-1,-1.0
882,FCEQN,FCEQN-7143,1.0,NC,-1.0,4,1.0
883,FCEQN,FCEQN-6958,1.0,NC,-1.0,-1,-1.0
884,FCEQN,FCEQN-6955,1.0,NC,-1.0,-1,-1.0
885,FCEQN,FCEQN-6687,1.0,NC,-1.0,-1,1.0
886,FCEQN,FCEQN-6717,1.0,NC,-1.0,-1,-1.0
887,FCEQN,FCEQN-6961,1.0,NC,-1.0,-1,-1.0
888,FCEQN,FCEQN-6620,1.0,NC,-1.0,4,2.0
889,FCEQN,FCEQN-5878,1.0,NC,-1.0,-1,-1.0
890,FCEQN,FCEQN-6501,1.0,NC,-1.0,-1,-1.0
891,FCEQN,FCEQN-6810,1.0,NC,-1.0,-1,1.0
892,FCEQN,FCEQN-4371,1.0,NC,-1.0,-1,-1.0
893,FCEQN,FCEQN-7259,1.0,NC,-1.0,-1,-1.0
894,FCEQN,FCEQN-6814,1.0,NC,-1.0,-1,1.0
895,FCEQN,FCEQN-4994,1.0,NC,-1.0,-1,1.0
896,FCEQN,FCEQN-6682,1.0,NC,-1.0,-1,-1.0
897,FCEQN,FCEQN-6844,1.0,NC,-1.0,-1,1.0
898,FCEQN,FCEQN-6852,1.0,NC,-1.0,-1,-1.0
899,FCEQN,FCEQN-6881,1.0,NC,-1.0,-1,-1.0
900,FCEQN,FCEQN-6776,1.0,NC,-1.0,-1,1.0
901,FCEQN,FCEQN-6861,1.0,NC,-1.0,-1,-1.0
902,FCEQN,FCEQN-7178,1.0,NC,-1.0,-1,-1.0
903,FCEQN,FCEQN-6862,1.0,NC,-1.0,-1,1.0
904,FCEQN,FCEQN-7032,1.0,NC,-1.0,-1,1.0
905,FCEQN,FCEQN-6675,1.0,NC,-1.0,-1,-1.0
906,FCEQN,FCEQN-6565,1.0,NC,-1.0,-1,1.0
907,FCEQN,FCEQN-7148,1.0,NC,1.0,-1,1.0
908,FCEQN,FCEQN-6973,1.0,NC,-1.0,4,2.0
909,FCEQN,FCEQN-6850,1.0,NC,-1.0,-1,-1.0
910,FCEQN,FCEQN-6864,1.0,NC,-1.0,-1,1.0
911,FCEQN,FCEQN-7220,1.0,NC,-1.0,-1,-1.0
912,FCEQN,FCEQN-7114,1.0,NC,-1.0,-1,-1.0
913,FCEQN,FCEQN-4242,1.0,NC,-1.0,-1,-1.0
914,FCEQN,FCEQN-6845,1.0,NC,-1.0,-1,-1.0
915,FCEQN,FCEQN-6833,1.0,NC,-1.0,-1,1.0
916,FCEQN,FCEQN-7081,1.0,NC,-1.0,-1,-1.0
917,FCEQN,FCEQN-6570,1.0,NC,-1.0,-1,1.0
918,FCEQN,FCEQN-6604,1.0,NC,-1.0,-1,-1.0
919,FCEQN,FCEQN-6937,1.0,NC,-1.0,-1,-1.0
920,FCEQN,FCEQN-6797,1.0,NC,-1.0,-1,-1.0
921,FCEQN,FCEQN-7008,1.0,NC,-1.0,-1,-1.0
922,FCEQN,FCEQN-7155,1.0,NC,-1.0,-1,1.0
923,FCEQN,FCEQN-6856,1.0,NC,-1.0,-1,-1.0
924,FCEQN,FCEQN-6714,1.0,NC,-1.0,-1,-1.0
925,FCEQN,FCEQN-6580,1.0,NC,-1.0,-1,-1.0
926,FCEQN,FCEQN-6597,1.0,NC,-1.0,-1,-1.0
927,FCEQN,FCEQN-7179,1.0,NC,-1.0,-1,-1.0
928,FCEQN,FCEQN-6763,1.0,NC,1.0,-1,-1.0
929,FCEQN,FCEQN-6635,1.0,NC,-1.0,-1,1.0
930,FCEQN,FCEQN-6594,1.0,NC,-1.0,-1,-1.0
931,FCEQN,FCEQN-7069,1.0,NC,-1.0,-1,-1.0
932,FCEQN,FCEQN-6778,1.0,NC,-1.0,-1,1.0
933,FCEQN,FCEQN-6706,1.0,NC,1.0,-1,-1.0
934,FCEQN,FCEQN-6767,1.0,NC,-1.0,-1,1.0
935,FCEQN,FCEQN-6521,1.0,NC,-1.0,-1,-1.0
936,FCEQN,FCEQN-7164,1.0,NC,-1.0,-1,-1.0
937,FCEQN,FCEQN-6985,1.0,NC,-1.0,-1,-1.0
938,FCEQN,FCEQN-7061,1.0,NC,-1.0,-1,5.0
939,FCEQN,FCEQN-7060,1.0,NC,-1.0,-1,1.0
940,FCEQN,FCEQN-6795,1.0,NC,-1.0,-1,-1.0
941,FCEQN,FCEQN-7080,1.0,NC,-1.0,-1,-1.0
942,FCEQN,FCEQN-7040,1.0,NC,-1.0,-1,-1.0
943,FCEQN,FCEQN-7215,1.0,NC,-1.0,-1,1.0
944,FCEQN,FCEQN-6508,1.0,NC,-1.0,-1,-1.0
945,FCEQN,FCEQN-6930,6.0,NC,-1.0,-1,1.0
946,FCEQN,FCEQN-6828,1.0,NC,-1.0,-1,1.0
947,FCEQN,FCEQN-6790,1.0,NC,-1.0,-1,-1.0
948,FCEQN,FCEQN-6837,1.0,NC,-1.0,-1,1.0
949,FCEQN,FCEQN-6661,1.0,NC,-1.0,-1,-1.0
950,FCEQN,FCEQN-6949,1.0,NC,-1.0,-1,-1.0
951,FCEQN,FCEQN-6789,1.0,NC,-1.0,-1,1.0
952,FCEQN,FCEQN-6725,2.0,NC,-1.0,-1,-1.0
953,FCEQN,FCEQN-6897,1.0,NC,-1.0,-1,1.0
954,FCEQN,FCEQN-6510,1.0,NC,-1.0,-1,-1.0
955,FCEQN,FCEQN-7262,1.0,NC,-1.0,-1,-1.0
956,FCEQN,FCEQN-7051,1.0,NC,-1.0,-1,-1.0
957,FCEQN,FCEQN-6613,1.0,NC,-1.0,-1,-1.0
958,FCEQN,FCEQN-7158,1.0,NC,-1.0,-1,-1.0
959,FCEQN,FCEQN-6992,1.0,NC,-1.0,-1,-1.0
960,FCEQN,FCEQN-7263,1.0,NC,-1.0,-1,-1.0
961,FCEQN,FCEQN-6972,1.0,NC,-1.0,-1,-1.0
962,FCEQN,FCEQN-6993,1.0,NC,-1.0,-1,-1.0
963,FCEQN,FCEQN-7142,1.0,NC,-1.0,-1,-1.0
964,FCEQN,FCEQN-6679,1.0,NC,-1.0,-1,-1.0
965,FCEQN,FCEQN-6732,1.0,NC,-1.0,-1,-1.0
966,FCEQN,FCEQN-6885,1.0,NC,-1.0,-1,-1.0
967,FCEQN,FCEQN-6681,1.0,NC,-1.0,4,5.0
968,FCEQN,FCEQN-6995,1.0,NC,-1.0,3,5.0
969,FCEQN,FCEQN-6596,1.0,NC,-1.0,-1,1.0
970,FCEQN,FCEQN-6987,1.0,NC,-1.0,-1,1.0
971,FCEQN,FCEQN-6740,1.0,NC,-1.0,-1,-1.0
972,FCEQN,FCEQN-6632,1.0,NC,-1.0,-1,-1.0
973,FCEQN,FCEQN-7119,1.0,NC,-1.0,-1,-1.0
974,FCEQN,FCEQN-7173,1.0,NC,-1.0,-1,1.0
975,FCEQN,FCEQN-6840,1.0,NC,-1.0,-1,1.0
976,FCEQN,FCEQN-6772,1.0,NC,-1.0,-1,1.0
977,FCEQN,FCEQN-6801,1.0,NC,-1.0,-1,-1.0
978,FCEQN,FCEQN-6145,1.0,NC,-1.0,-1,-1.0
979,FCEQN,FCEQN-7126,1.0,NC,-1.0,4,3.0
980,FCEQN,FCEQN-6634,1.0,NC,-1.0,-1,-1.0
981,FCEQN,FCEQN-6977,1.0,NC,-1.0,4,3.0
982,FCEQN,FCEQN-6744,1.0,NC,-1.0,-1,-1.0
983,FCEQN,FCEQN-7217,1.0,NC,-1.0,-1,1.0
984,FCEQN,FCEQN-3777,1.0,NC,-1.0,-1,-1.0
985,FCEQN,FCEQN-6547,1.0,NC,-1.0,4,5.0
986,FCEQN,FCEQN-5420,1.0,NC,-1.0,4,5.0
987,FCEQN,FCEQN-5195,1.0,NC,-1.0,4,5.0
988,FCEQN,FCEQN-5332,1.0,NC,-1.0,-1,1.0
989,FCEQN,FCEQN-5542,1.0,NC,-1.0,-1,-1.0
990,FCEQN,FCEQN-5178,1.0,NC,-1.0,-1,-1.0
991,FCEQN,FCEQN-5556,2.0,NC,1.0,3,5.0
992,FCEQN,FCEQN-5647,1.0,NC,-1.0,1,5.0
993,FCEQN,FCEQN-5660,1.0,NC,-1.0,-1,1.0
994,FCEQN,FCEQN-5741,1.0,NC,-1.0,-1,-1.0
995,FCEQN,FCEQN-1294,1.0,NC,-1.0,-1,7.0
996,FCEQN,FCEQN-1367,1.0,NC,-1.0,-1,-1.0
997,FCEQN,FCEQN-5467,1.0,NC,-1.0,-1,-1.0
998,FCEQN,FCEQN-5498,1.0,NC,-1.0,-1,-1.0
999,FCEQN,FCEQN-5679,1.0,NC,-1.0,-1,-1.0
1000,FCEQN,FCEQN-5193,1.0,NC,-1.0,4,3.0
1001,FCEQN,FCEQN-5199,1.0,NC,-1.0,-1,-1.0
1002,FCEQN,FCEQN-5424,1.0,NC,-1.0,4,5.0
1003,FCEQN,FCEQN-5489,1.0,NC,-1.0,4,5.0
1004,FCEQN,FCEQN-5536,1.0,NC,-1.0,-1,-1.0
1005,FCEQN,FCEQN-5717,1.0,NC,-1.0,4,4.0
1006,FCEQN,FCEQN-5058,1.0,NC,-1.0,4,3.0
1007,FCEQN,FCEQN-5658,1.0,NC,3.0,-1,2.0
1008,FCEQN,FCEQN-5703,1.0,NC,-1.0,4,3.0
1009,FCEQN,4996,1.0,NC,-1.0,4,3.0
1010,FCEQN,FCEQN-5812,1.0,NC,-1.0,-1,-1.0
1011,FCEQN,FCEQN-2270,2.0,NC,-1.0,4,5.0
1012,FCEQN,FCEQN-877,1.0,NC,-1.0,-1,-1.0
1013,FCEQN,FCEQN-5416,1.0,NC,-1.0,-1,-1.0
1014,FCEQN,FCEQN-2546,1.0,NC,2.0,4,3.0
1015,FCEQN,FCEQN-5168,1.0,NC,-1.0,-1,-1.0
1016,FCEQN,FCEQN-5334,1.0,NC,-1.0,-1,-1.0
1017,FCEQN,FCEQN-5412,1.0,NC,-1.0,4,4.0
1018,FCEQN,FCEQN-5635,1.0,NC,-1.0,-1,-1.0
1019,FCEQN,FCEQN-5609,1.0,NC,-1.0,-1,-1.0
1020,FCEQN,FCEQN-5603,1.0,NC,-1.0,-1,-1.0
1021,FCEQN,FCEQN-5719,1.0,NC,-1.0,-1,-1.0
1022,FCEQN,5863,1.0,NC,-1.0,4,3.0
1023,FCEQN,FCEQN-5352,1.0,NC,-1.0,4,4.0
1024,FCEQN,FCEQN-5688,1.0,NC,-1.0,4,5.0
1025,FCEQN,FCEQN-5723,1.0,NC,-1.0,-1,1.0
1026,FCEQN,FCEQN-5152,1.0,NC,-1.0,-1,-1.0
1027,FCEQN,FCEQN-5722,1.0,NC,-1.0,-1,-1.0
1028,FCEQN,FCEQN-5559,1.0,NC,-1.0,-1,-1.0
1029,FCEQN,FCEQN-5742,1.0,NC,-1.0,-1,-1.0
1030,FCEQN,FCEQN-5704,1.0,NC,-1.0,-1,-1.0
1031,FCEQN,FCEQN-5705,1.0,NC,-1.0,-1,-1.0
1032,FCEQN,FCEQN-5211,1.0,NC,-1.0,-1,1.0
1033,FCEQN,FCEQN-5518,1.0,NC,-1.0,-1,1.0
1034,FCEQN,FCEQN-5782,1.0,NC,-1.0,-1,-1.0
1035,FCEQN,FCEQN-5305,2.0,NC,-1.0,4,7.0
1036,FCEQN,FCEQN-5593,1.0,NC,-1.0,4,2.0
1037,FCEQN,FCEQN-826,1.0,NC,-1.0,-1,1.0
1038,FCEQN,5003,1.0,NC,-1.0,4,5.0
1039,FCEQN,1764,1.0,NC,-1.0,-1,-1.0
1040,FCEQN,FCEQN-7268,1.0,NC,-1.0,-1,-1.0
1041,FCEQN,FCEQN-7269,1.0,NC,-1.0,-1,1.0
1042,FCEQN,FCEQN-1363,1.0,NC,-1.0,4,3.0
1043,FCEQN,FCEQN-1173,1.0,NC,-1.0,-1,-1.0
1044,FCEQN,FCEQN-7270,1.0,NC,-1.0,-1,1.0
1045,FCEQN,FCEQN-7272,1.0,NC,-1.0,-1,-1.0
1046,FCEQN,5606,1.0,NC,-1.0,3,4.0
1047,FCEQN,FCEQN-5778,1.0,NC,-1.0,3,5.0
1048,FCEQN,1711,1.0,NC,4.0,-1,-1.0
1049,FCEQN,FCEQN-5172,1.0,NC,-1.0,-1,-1.0
1050,FCEQN,FCEQN-4621,1.0,NC,-1.0,-1,1.0
1051,FCEQN,FCEQN-5339,1.0,NC,-1.0,-1,1.0
1052,FCEQN,FCEQN-5701,1.0,No,4.0,3,5.0
1053,FCEQN,FCEQN-4275,1.0,NC,-1.0,4,5.0
1054,FCEQN,FCEQN-5348,1.0,NC,-1.0,4,3.0
1055,FCEQN,FCEQN-4682,1.0,NC,-1.0,-1,1.0
1056,FCEQN,FCEQN-7274,1.0,NC,4.0,-1,-1.0
1057,FCEQN,FCEQN-5776,1.0,NC,-1.0,-1,-1.0
1058,FCEQN,FCEQN-7276,1.0,NC,-1.0,-1,7.0
1059,FCEQN,FCEQN-6320,1.0,No,4.0,4,5.0
1060,FCEQN,FCEQN-2941,1.0,NC,4.0,4,3.0
1061,FCEQN,5060,1.0,NC,-1.0,-1,-1.0
1062,FCEQN,FCEQN-7279,1.0,NC,-1.0,-1,1.0
1063,FCEQN,1488,1.0,NC,1.0,1,4.0
1064,FCEQN,FCEQN-3684,1.0,NC,-1.0,-1,1.0
1065,FCEQN,FCEQN-8109,1.0,Si,4.0,4,5.0
1066,FCEQN,FCEQN-8110,1.0,NC,-1.0,-1,1.0
1067,FCEQN,FCEQN-7021,1.0,NC,1.0,3,3.0
1068,FCEQN,FCEQN-8115,1.0,NC,4.0,-1,1.0
1069,FCEQN,1568,1.0,NC,-1.0,4,3.0
1070,FCEQN,FCEQN-6418,1.0,NC,-1.0,-1,-1.0
1071,FCEQN,FCEQN-4446,1.0,NC,-1.0,3,4.0
1072,FCEQN,FCEQN-8120,1.0,NC,-1.0,1,5.0
1073,FCEQN,FCEQN-4497,1.0,NC,4.0,4,3.0
1074,FCEQN,FCEQN-6585,2.0,NC,1.0,-1,-1.0
1075,FCEQN,FCEQN-3379,1.0,NC,2.0,-1,1.0
1076,FCEQN,FCEQN-1605,1.0,NC,-1.0,-1,1.0
1077,FCEQN,FCEQN-6572,1.0,NC,-1.0,-1,1.0
1078,FCEQN,FCEQN-6777,1.0,NC,-1.0,-1,1.0
1079,FCEQN,FCEQN-6050,1.0,No,4.0,3,3.0
1080,FCEQN,FCEQN-7427,1.0,NC,-1.0,4,1.0
1081,FCEQN,FCEQN-8121,1.0,NC,-1.0,-1,1.0
1082,FCEQN,FCEQN-8122,1.0,NC,-1.0,3,3.0
1083,FCEQN,FCEQN-4803,1.0,NC,-1.0,4,5.0
1084,FCEQN,FCEQN-4120,1.0,NC,-1.0,-1,1.0
1085,FCEQN,FCEQN-5847,1.0,NC,1.0,-1,-1.0
1086,FCEQN,FCEQN-8123,1.0,NC,-1.0,4,5.0
1087,FCEQN,FCEQN-7026,1.0,NC,-1.0,-1,1.0
1088,FCEQN,FCEQN-7048,1.0,NC,-1.0,-1,1.0
1089,FCEQN,FCEQN-6870,1.0,NC,-1.0,-1,1.0
1090,FCEQN,FCEQN-337,1.0,NC,-1.0,4,5.0
1091,FCEQN,FCEQN-6738,1.0,NC,-1.0,4,3.0
1092,FCEQN,FCEQN-4906,1.0,NC,-1.0,-1,1.0
1093,FCEQN,FCEQN-8125,1.0,NC,-1.0,-1,1.0
1094,FCEQN,FCEQN-4916,1.0,NC,-1.0,4,3.0
1095,FCEQN,FCEQN-1758,1.0,NC,4.0,1,4.0
1096,FCEQN,FCEQN-8000,1.0,NC,-1.0,-1,1.0
1097,FCEQN,FCEQN-8127,1.0,NC,-1.0,-1,1.0
1098,FCEQN,3365,1.0,NC,-1.0,-1,1.0
1099,FCEQN,FCEQN-8128,1.0,NC,-1.0,-1,1.0
1100,FCEQN,FCEQN-7265,1.0,NC,1.0,-1,1.0
1101,FCEQN,FCEQN-7125,1.0,NC,-1.0,-1,1.0
1102,FCEQN,FCEQN-8130,1.0,NC,-1.0,-1,1.0
1103,FCEQN,FCEQN-7746,1.0,NC,4.0,4,5.0
1104,FCEQN,FCEQN-7793,1.0,NC,-1.0,-1,1.0
1105,FCEQN,FCEQN-7792,1.0,NC,-1.0,4,5.0
1106,FCEQN,FCEQN-7335,1.0,NC,4.0,1,3.0
1107,FCEQN,FCEQN-8132,1.0,NC,2.0,-1,1.0
1108,FCEQN,FCEQN-8131,1.0,NC,2.0,4,4.0
1109,FCEQN,FCEQN-8133,1.0,NC,-1.0,-1,7.0
1110,FCEQN,FCEQN-8074,1.0,NC,-1.0,3,7.0
1111,FCEQN,FCEQN-5838,1.0,NC,-1.0,4,3.0
1112,FCEQN,FCEQN-8097,1.0,NC,-1.0,1,5.0
1113,FCEQN,FCEQN-7803,1.0,NC,-1.0,-1,1.0
1114,FCEQN,FCEQN-7809,1.0,NC,1.0,3,4.0
1115,FCEQN,FCEQN-6655,1.0,NC,-1.0,-1,1.0
1116,FCEQN,FCEQN-6702,1.0,NC,1.0,4,5.0
1117,FCEQN,FCEQN-8134,1.0,NC,2.0,-1,1.0
1118,FCEQN,FCEQN-7418,1.0,NC,1.0,-1,1.0
1119,FCEQN,FCEQN-8135,1.0,NC,-1.0,-1,1.0
1120,FCEQN,FCEQN-4808,1.0,NC,1.0,4,5.0
1121,FCEQN,FCEQN-7340,1.0,NC,-1.0,4,5.0
1122,FCEQN,FCEQN-8009,1.0,NC,-1.0,-1,1.0
1123,FCEQN,FCEQN-8136,4.0,NC,1.0,-1,1.0
1124,FCEQN,FCEQN-8137,1.0,NC,2.0,-1,1.0
1125,FCEQN,FCEQN-7701,1.0,NC,3.0,-1,1.0
1126,FCEQN,FCEQN-7374,1.0,NC,-1.0,4,7.0
1127,FCEQN,FCEQN-8138,1.0,NC,1.0,-1,1.0
1128,FCEQN,FCEQN-7609,1.0,NC,-1.0,4,3.0
1129,FCEQN,FCEQN-7382,1.0,NC,-1.0,-1,1.0
1130,FCEQN,FCEQN-7381,1.0,NC,-1.0,-1,1.0
1131,FCEQN,FCEQN-3993,1.0,NC,-1.0,-1,1.0
1132,FCEQN,1963,1.0,1,4.0,3,5.0
1133,FCEQN,FCEQN-7919,1.0,NC,-1.0,3,5.0
1134,FCEQN,FCEQN-8001,1.0,NC,2.0,-1,-1.0
1135,FCEQN,FCEQN-7344,1.0,NC,-1.0,4,5.0
1136,FCEQN,FCEQN-7504,1.0,NC,4.0,3,3.0
1137,FCEQN,FCEQN-8139,1.0,No,4.0,3,5.0
1138,FCEQN,FCEQN-7759,1.0,NC,-1.0,-1,1.0
1139,FCEQN,FCEQN-7485,1.0,NC,-1.0,-1,1.0
1140,FCEQN,FCEQN-7365,1.0,NC,1.0,4,3.0
1141,FCEQN,FCEQN-7353,1.0,NC,-1.0,-1,1.0
1142,FCEQN,FCEQN-7495,1.0,NC,-1.0,4,5.0
1143,FCEQN,FCEQN-7984,1.0,NC,-1.0,4,5.0
1144,FCEQN,FCEQN-7664,2.0,NC,1.0,-1,1.0
1145,FCEQN,FCEQN-8140,1.0,NC,-1.0,-1,7.0
1146,FCEQN,FCEQN-7771,1.0,NC,-1.0,4,3.0
1147,FCEQN,FCEQN-7318,1.0,NC,-1.0,-1,1.0
1148,FCEQN,FCEQN-7598,1.0,NC,-1.0,4,3.0
1149,FCEQN,FCEQN-7829,1.0,NC,-1.0,-1,1.0
1150,FCEQN,FCEQN-7384,1.0,NC,1.0,-1,1.0
1151,FCEQN,FCEQN-7773,1.0,NC,-1.0,4,5.0
1152,FCEQN,FCEQN-7932,1.0,NC,-1.0,-1,1.0
1153,FCEQN,FCEQN-7918,1.0,NC,3.0,-1,1.0
1154,FCEQN,FCEQN-7782,1.0,NC,-1.0,-1,1.0
1155,FCEQN,FCEQN-7373,1.0,NC,-1.0,-1,1.0
1156,FCEQN,FCEQN-7425,1.0,NC,-1.0,1,5.0
1157,FCEQN,FCEQN-7486,1.0,NC,-1.0,-1,1.0
1158,FCEQN,FCEQN-7062,1.0,NC,-1.0,3,5.0
1159,FCEQN,FCEQN-7636,2.0,NC,-1.0,-1,1.0
1160,FCEQN,FCEQN-8142,1.0,NC,-1.0,-1,1.0
1161,FCEQN,FCEQN-7547,1.0,NC,-1.0,3,5.0
1162,FCEQN,FCEQN-8064,1.0,NC,-1.0,-1,1.0
1163,FCEQN,FCEQN-7541,1.0,NC,-1.0,4,5.0
1164,FCEQN,FCEQN-7628,1.0,NC,2.0,1,5.0
1165,FCEQN,FCEQN-7489,1.0,NC,-1.0,-1,1.0
1166,FCEQN,FCEQN-7349,1.0,NC,-1.0,-1,1.0
1167,FCEQN,FCEQN-7461,1.0,NC,1.0,-1,1.0
1168,FCEQN,FCEQN-7462,1.0,NC,4.0,-1,7.0
1169,FCEQN,FCEQN-7621,1.0,NC,2.0,-1,1.0
1170,FCEQN,FCEQN-7429,1.0,NC,1.0,-1,1.0
1171,FCEQN,FCEQN-7493,1.0,NC,1.0,4,5.0
1172,FCEQN,FCEQN-7494,1.0,NC,2.0,4,5.0
1173,FCEQN,FCEQN-6946,1.0,NC,1.0,-1,1.0
1174,FCEQN,FCEQN-8144,2.0,NC,1.0,4,3.0
