,unidad_academica,carrera,nro_inscripcion,regular,cnt_readmisiones,calidad,anio_plan_estudios,fecha_ingreso_alumno
799,FCEQN,104,FCEQN-6006,S,0,A,2011,06/02/2013
800,FCEQN,172,FCEQN-7171,S,0,A,2005,06/02/2013
801,FCEQN,104,FCEQN-6690,S,0,A,2011,02/12/2012
802,FCEQN,172,FCEQN-5918,S,0,A,2005,11/25/2012
803,FCEQN,147,FCEQN-6595,S,0,A,2000,11/27/2012
804,FCEQN,172,FCEQN-6971,S,0,A,2005,12/15/2012
805,FCEQN,104,FCEQN-6815,S,0,A,2011,09/12/2012
806,FCEQN,102,FCEQN-6564,S,0,A,2011,11/25/2012
807,FCEQN,147,FCEQN-7127,S,0,A,2000,02/02/2013
808,FCEQN,147,FCEQN-6943,S,0,A,2000,12/12/2012
809,FCEQN,147,FCEQN-6736,S,0,A,2000,04/12/2012
810,FCEQN,147,FCEQN-6697,S,0,A,2000,03/12/2012
811,FCEQN,147,FCEQN-6737,S,0,A,2000,04/12/2012
812,FCEQN,147,FCEQN-6866,S,0,A,2000,10/12/2012
813,FCEQN,147,FCEQN-6912,S,0,A,2000,12/12/2012
814,FCEQN,147,FCEQN-6749,S,0,A,2000,04/12/2012
815,FCEQN,147,FCEQN-7055,S,0,A,2000,12/18/2012
816,FCEQN,147,FCEQN-7154,S,0,A,2000,04/02/2013
817,FCEQN,147,FCEQN-6991,S,0,A,2000,12/15/2012
818,FCEQN,147,FCEQN-6652,S,0,A,2000,01/12/2012
819,FCEQN,172,FCEQN-6528,S,0,A,2005,11/24/2012
820,FCEQN,172,FCEQN-6553,S,0,A,2005,11/25/2012
821,FCEQN,101,FCEQN-6685,S,0,A,2007,02/12/2012
822,FCEQN,104,FCEQN-6497,S,0,A,2011,11/24/2012
823,FCEQN,104,FCEQN-6534,S,0,A,2011,11/24/2012
824,FCEQN,102,FCEQN-6288,S,0,A,2011,03/17/2013
825,FCEQN,147,FCEQN-6676,S,0,A,2000,02/12/2012
826,FCEQN,101,FCEQN-6724,S,0,A,2007,03/12/2012
827,FCEQN,106,FCEQN-6893,S,0,A,2012,11/12/2012
828,FCEQN,104,FCEQN-6796,S,0,A,2011,09/12/2012
829,FCEQN,104,FCEQN-6942,S,0,A,2011,12/12/2012
830,FCEQN,147,FCEQN-6616,S,0,A,2000,11/28/2012
831,FCEQN,147,FCEQN-6482,S,0,A,2000,06/04/2013
832,FCEQN,102,FCEQN-6624,S,0,A,2011,11/28/2012
833,FCEQN,147,FCEQN-6583,S,0,A,2000,11/26/2012
834,FCEQN,101,FCEQN-6710,S,0,A,2007,06/04/2013
835,FCEQN,104,FCEQN-7005,S,0,A,2011,12/16/2012
836,FCEQN,143,FCEQN-6734,S,0,A,2008,06/04/2013
837,FCEQN,102,FCEQN-6567,S,0,A,2011,11/25/2012
838,FCEQN,172,FCEQN-6851,S,0,A,2005,10/12/2012
839,FCEQN,102,FCEQN-7118,S,0,A,2011,02/02/2013
840,FCEQN,102,FCEQN-6784,S,0,A,2011,05/12/2012
841,FCEQN,104,FCEQN-5972,S,0,A,2011,01/04/2013
842,FCEQN,147,FCEQN-6764,S,0,A,2000,05/12/2012
843,FCEQN,172,FCEQN-7024,S,0,A,2005,06/04/2013
844,FCEQN,106,FCEQN-7252,S,0,A,2012,06/04/2013
845,FCEQN,147,FCEQN-6803,S,0,A,2000,09/12/2012
846,FCEQN,172,FCEQN-7017,S,0,A,2005,12/16/2012
847,FCEQN,172,FCEQN-6579,S,0,A,2005,11/26/2012
848,FCEQN,172,FCEQN-7010,S,0,A,2005,12/16/2012
849,FCEQN,106,FCEQN-6849,S,0,A,2012,10/12/2012
850,FCEQN,147,FCEQN-7253,S,0,A,2000,06/04/2013
851,FCEQN,172,FCEQN-6798,S,0,A,2005,09/12/2012
852,FCEQN,170,FCEQN-6695,S,0,A,2005,02/12/2012
853,FCEQN,,FCEQN-7254,S,,,2007,06/04/2013
854,FCEQN,,FCEQN-6932,S,,,2011,12/12/2012
855,FCEQN,147,FCEQN-7255,S,0,A,2000,06/04/2013
856,FCEQN,102,FCEQN-7041,S,0,A,2011,12/18/2012
857,FCEQN,101,FCEQN-6770,S,0,A,2007,05/12/2012
858,FCEQN,104,FCEQN-6654,S,0,A,2011,01/12/2012
859,FCEQN,101,FCEQN-6619,S,0,A,2007,11/28/2012
860,FCEQN,172,FCEQN-6876,S,0,A,2005,11/12/2012
861,FCEQN,106,FCEQN-6931,S,0,A,2012,06/04/2013
862,FCEQN,143,FCEQN-6729,S,0,A,2008,04/12/2012
863,FCEQN,147,FCEQN-6824,S,0,A,2000,09/12/2012
864,FCEQN,101,FCEQN-6609,S,0,A,2007,11/27/2012
865,FCEQN,106,FCEQN-6657,S,0,A,2012,01/12/2012
866,FCEQN,106,FCEQN-7174,S,0,A,2012,06/02/2013
867,FCEQN,104,FCEQN-6602,S,0,A,2011,11/27/2012
868,FCEQN,102,FCEQN-6173,S,0,A,2011,06/04/2013
869,FCEQN,172,FCEQN-6911,S,0,A,2005,12/12/2012
870,FCEQN,172,FCEQN-7256,S,0,A,2005,07/04/2013
871,FCEQN,104,FCEQN-6705,S,0,A,2011,03/12/2012
872,FCEQN,106,FCEQN-7031,S,0,A,2012,12/17/2012
873,FCEQN,172,FCEQN-6511,S,0,A,2005,11/24/2012
874,FCEQN,102,FCEQN-6245,S,0,A,2011,02/12/2012
875,FCEQN,102,FCEQN-7213,S,0,A,2011,10/02/2013
876,FCEQN,172,FCEQN-6516,S,0,A,2005,11/24/2012
877,FCEQN,101,FCEQN-7113,S,0,A,2007,02/02/2013
878,FCEQN,101,FCEQN-6890,S,0,A,2007,11/12/2012
879,FCEQN,106,FCEQN-6939,S,0,A,2012,07/04/2013
880,FCEQN,147,FCEQN-6673,S,0,A,2000,02/12/2012
881,FCEQN,106,FCEQN-6780,S,0,A,2012,05/12/2012
882,FCEQN,147,FCEQN-7143,S,0,A,2000,03/02/2013
883,FCEQN,106,FCEQN-6958,S,0,A,2012,12/12/2012
884,FCEQN,147,FCEQN-6955,S,0,A,2000,04/13/2013
885,FCEQN,101,FCEQN-6687,S,0,A,2007,02/12/2012
886,FCEQN,147,FCEQN-6717,S,0,A,2000,03/12/2012
887,FCEQN,172,FCEQN-6961,S,0,A,2005,06/02/2013
888,FCEQN,172,FCEQN-6620,S,0,A,2005,04/13/2013
889,FCEQN,172,FCEQN-5878,S,0,A,2005,04/13/2013
890,FCEQN,147,FCEQN-6501,S,0,A,2000,11/24/2012
891,FCEQN,106,FCEQN-6810,S,0,A,2012,09/12/2012
892,FCEQN,101,FCEQN-4371,S,0,A,2007,12/19/2012
893,FCEQN,104,FCEQN-7259,S,0,A,2011,04/13/2013
894,FCEQN,172,FCEQN-6814,S,0,A,2005,04/13/2013
895,FCEQN,170,FCEQN-4994,S,0,A,2005,04/13/2013
896,FCEQN,102,FCEQN-6682,S,0,A,2011,02/12/2012
897,FCEQN,102,FCEQN-6844,S,0,A,2011,10/12/2012
898,FCEQN,104,FCEQN-6852,S,0,A,2011,10/12/2012
899,FCEQN,104,FCEQN-6881,S,0,A,2011,11/12/2012
900,FCEQN,172,FCEQN-6776,S,0,A,2005,04/13/2013
901,FCEQN,101,FCEQN-6861,S,0,A,2007,10/12/2012
902,FCEQN,143,FCEQN-7178,S,0,A,2008,09/02/2013
903,FCEQN,104,FCEQN-6862,S,0,A,2011,10/12/2012
904,FCEQN,106,FCEQN-7032,S,0,A,2012,12/17/2012
905,FCEQN,101,FCEQN-6675,S,0,A,2007,02/12/2012
906,FCEQN,172,FCEQN-6565,S,0,A,2005,04/13/2013
907,FCEQN,104,FCEQN-7148,S,0,A,2011,03/02/2013
908,FCEQN,104,FCEQN-6973,S,0,A,2011,12/15/2012
909,FCEQN,104,FCEQN-6850,S,0,A,2011,10/12/2012
910,FCEQN,172,FCEQN-6864,S,0,A,2005,04/13/2013
911,FCEQN,147,FCEQN-7220,S,0,A,2000,02/18/2013
912,FCEQN,147,FCEQN-7114,S,0,A,2000,02/02/2013
913,FCEQN,102,FCEQN-4242,S,0,A,2011,04/04/2009
914,FCEQN,101,FCEQN-6845,S,0,A,2007,10/12/2012
915,FCEQN,147,FCEQN-6833,S,0,A,2000,10/12/2012
916,FCEQN,147,FCEQN-7081,S,0,A,2000,12/19/2012
917,FCEQN,143,FCEQN-6570,S,0,A,2008,11/26/2012
918,FCEQN,101,FCEQN-6604,S,0,A,2007,11/27/2012
919,FCEQN,147,FCEQN-6937,S,0,A,2000,12/12/2012
920,FCEQN,147,FCEQN-6797,S,0,A,2000,04/14/2013
921,FCEQN,102,FCEQN-7008,S,0,A,2011,12/16/2012
922,FCEQN,102,FCEQN-7155,S,0,A,2011,04/02/2013
923,FCEQN,102,FCEQN-6856,S,0,A,2011,10/12/2012
924,FCEQN,143,FCEQN-6714,S,0,A,2008,03/12/2012
925,FCEQN,172,FCEQN-6580,S,0,A,2005,11/26/2012
926,FCEQN,106,FCEQN-6597,S,0,A,2012,11/27/2012
927,FCEQN,147,FCEQN-7179,S,0,A,2000,06/02/2013
928,FCEQN,147,FCEQN-6763,S,0,A,2000,05/12/2012
929,FCEQN,172,FCEQN-6635,S,0,A,2005,04/14/2013
930,FCEQN,147,FCEQN-6594,S,0,A,2000,11/27/2012
931,FCEQN,101,FCEQN-7069,S,0,A,2007,12/18/2012
932,FCEQN,104,FCEQN-6778,S,0,A,2011,05/12/2012
933,FCEQN,104,FCEQN-6706,S,0,A,2011,03/12/2012
934,FCEQN,104,FCEQN-6767,S,0,A,2011,05/12/2012
935,FCEQN,106,FCEQN-6521,S,0,A,2012,11/24/2012
936,FCEQN,101,FCEQN-7164,S,0,A,2007,04/14/2013
937,FCEQN,172,FCEQN-6985,S,0,A,2005,04/14/2013
938,FCEQN,102,FCEQN-7061,S,0,A,2011,12/18/2012
939,FCEQN,102,FCEQN-7060,S,0,A,2011,12/18/2012
940,FCEQN,104,FCEQN-6795,S,0,A,2011,09/12/2012
941,FCEQN,102,FCEQN-7080,S,0,A,2011,12/19/2012
942,FCEQN,172,FCEQN-7040,S,0,A,2005,12/18/2012
943,FCEQN,172,FCEQN-7215,S,0,A,2005,10/02/2013
944,FCEQN,147,FCEQN-6508,S,0,A,2000,11/24/2012
945,FCEQN,104,FCEQN-6930,S,0,A,2011,12/12/2012
946,FCEQN,106,FCEQN-6828,S,0,A,2012,09/12/2012
947,FCEQN,143,FCEQN-6790,S,0,A,2008,09/12/2012
948,FCEQN,106,FCEQN-6837,S,0,A,2012,10/12/2012
949,FCEQN,147,FCEQN-6661,S,0,A,2000,01/12/2012
950,FCEQN,147,FCEQN-6949,S,0,A,2000,12/12/2012
951,FCEQN,147,FCEQN-6789,S,0,A,2000,09/12/2012
952,FCEQN,172,FCEQN-6725,S,0,A,2005,04/15/2013
953,FCEQN,147,FCEQN-6897,S,0,A,2000,11/12/2012
954,FCEQN,102,FCEQN-6510,S,0,A,2011,11/24/2012
955,FCEQN,101,FCEQN-7262,S,0,A,2007,04/15/2013
956,FCEQN,172,FCEQN-7051,S,0,A,2005,04/15/2013
957,FCEQN,172,FCEQN-6613,S,0,A,2005,04/15/2013
958,FCEQN,172,FCEQN-7158,S,0,A,2005,04/13/2013
959,FCEQN,143,FCEQN-6992,S,0,A,2008,
960,FCEQN,143,FCEQN-7263,S,0,A,2008,
961,FCEQN,104,FCEQN-6972,S,0,A,2011,
962,FCEQN,143,FCEQN-6993,,0,A,2008,12/15/2012
963,FCEQN,170,FCEQN-7142,,0,A,2005,03/02/2013
964,FCEQN,106,FCEQN-6679,S,0,A,2012,02/12/2012
965,FCEQN,172,FCEQN-6732,S,0,A,2005,04/12/2012
966,FCEQN,170,FCEQN-6885,S,0,A,2005,04/17/2013
967,FCEQN,106,FCEQN-6681,S,0,A,2012,02/12/2012
968,FCEQN,170,FCEQN-6995,S,0,A,2005,04/17/2013
969,FCEQN,104,FCEQN-6596,S,0,A,2011,11/27/2012
970,FCEQN,106,FCEQN-6987,S,0,A,2012,12/15/2012
971,FCEQN,147,FCEQN-6740,S,0,A,2000,04/12/2012
972,FCEQN,172,FCEQN-6632,S,0,A,2005,01/12/2012
973,FCEQN,172,FCEQN-7119,S,0,A,2005,07/04/2013
974,FCEQN,170,FCEQN-7173,S,0,A,2005,04/20/2013
975,FCEQN,102,FCEQN-6840,S,0,A,2011,10/12/2012
976,FCEQN,172,FCEQN-6772,S,0,A,2005,04/13/2013
977,FCEQN,172,FCEQN-6801,S,0,A,2005,09/12/2012
978,FCEQN,143,FCEQN-6145,S,0,A,2008,03/26/2013
979,FCEQN,172,FCEQN-7126,S,0,A,2005,02/02/2013
980,FCEQN,102,FCEQN-6634,S,0,A,2011,01/12/2012
981,FCEQN,172,FCEQN-6977,S,0,A,2005,12/15/2012
982,FCEQN,104,FCEQN-6744,S,0,A,2011,04/12/2012
983,FCEQN,104,FCEQN-7217,S,0,A,2011,02/13/2013
984,FCEQN,106,FCEQN-3777,S,0,A,2012,04/23/2013
985,FCEQN,170,FCEQN-6547,S,0,A,2005,04/23/2013
986,FCEQN,102,FCEQN-5420,S,0,A,2011,12/12/2010
987,FCEQN,101,FCEQN-5195,N,0,P,2007,04/20/2011
988,FCEQN,101,FCEQN-5332,N,0,P,2007,04/23/2011
989,FCEQN,101,FCEQN-5542,N,0,A,2007,04/23/2011
990,FCEQN,102,FCEQN-5178,N,0,A,2005,01/12/2010
991,FCEQN,102,FCEQN-5556,N,0,P,2005,12/14/2010
992,FCEQN,102,FCEQN-5647,N,0,P,2005,01/30/2011
993,FCEQN,102,FCEQN-5660,N,0,A,2005,01/30/2011
994,FCEQN,102,FCEQN-5741,N,0,P,2005,06/02/2011
995,FCEQN,102,FCEQN-1294,N,0,P,2011,05/15/2005
996,FCEQN,102,FCEQN-1367,N,0,P,2011,05/15/2005
997,FCEQN,102,FCEQN-5467,N,0,A,2011,12/13/2010
998,FCEQN,102,FCEQN-5498,N,0,A,2011,12/13/2010
999,FCEQN,102,FCEQN-5679,N,0,P,2011,01/31/2011
1000,FCEQN,104,FCEQN-5193,N,0,P,2005,04/12/2010
1001,FCEQN,104,FCEQN-5199,N,0,A,2005,04/12/2010
1002,FCEQN,104,FCEQN-5424,N,0,P,2005,12/12/2010
1003,FCEQN,104,FCEQN-5489,N,0,A,2005,12/13/2010
1004,FCEQN,104,FCEQN-5536,N,0,P,2005,12/14/2010
1005,FCEQN,104,FCEQN-5717,N,0,P,2005,02/02/2011
1006,FCEQN,104,FCEQN-5058,N,0,A,2011,03/05/2010
1007,FCEQN,106,FCEQN-5658,N,0,A,2012,04/20/2011
1008,FCEQN,106,FCEQN-5703,N,0,A,2012,04/24/2011
1009,FCEQN,114,4996,N,0,A,2005,05/14/2011
1010,FCEQN,114,FCEQN-5812,N,0,P,2005,05/09/2011
1011,FCEQN,143,FCEQN-2270,N,0,A,2008,08/16/2006
1012,FCEQN,143,FCEQN-877,N,0,P,2008,02/27/2011
1013,FCEQN,147,FCEQN-5416,N,0,A,2000,12/12/2010
1014,FCEQN,147,FCEQN-2546,N,0,A,2000,12/16/2006
1015,FCEQN,147,FCEQN-5168,N,0,A,2000,01/12/2010
1016,FCEQN,147,FCEQN-5334,N,0,P,2000,11/12/2010
1017,FCEQN,147,FCEQN-5412,N,0,P,2000,12/12/2010
1018,FCEQN,147,FCEQN-5635,N,0,A,2000,12/26/2010
1019,FCEQN,147,FCEQN-5609,N,0,P,2000,12/15/2010
1020,FCEQN,147,FCEQN-5603,N,0,P,2000,12/15/2010
1021,FCEQN,147,FCEQN-5719,N,0,P,2000,02/02/2011
1022,FCEQN,147,5863,N,2,A,2000,01/03/2000
1023,FCEQN,147,FCEQN-5352,N,0,A,2000,11/12/2010
1024,FCEQN,147,FCEQN-5688,N,0,P,2000,01/02/2011
1025,FCEQN,147,FCEQN-5723,N,0,A,2000,02/02/2011
1026,FCEQN,147,FCEQN-5152,N,0,A,2000,01/12/2010
1027,FCEQN,147,FCEQN-5722,N,0,P,2000,02/02/2011
1028,FCEQN,170,FCEQN-5559,N,0,A,2005,12/14/2010
1029,FCEQN,172,FCEQN-5742,N,0,P,2005,06/02/2011
1030,FCEQN,172,FCEQN-5704,N,0,A,2005,01/02/2011
1031,FCEQN,172,FCEQN-5705,N,0,A,2005,01/02/2011
1032,FCEQN,172,FCEQN-5211,N,0,A,2005,04/12/2010
1033,FCEQN,172,FCEQN-5518,N,0,P,2005,12/14/2010
1034,FCEQN,172,FCEQN-5782,N,0,P,2005,12/04/2011
1035,FCEQN,172,FCEQN-5305,N,0,P,2005,07/12/2010
1036,FCEQN,172,FCEQN-5593,N,0,P,2005,12/15/2010
1037,FCEQN,601,FCEQN-826,N,0,P,2010,12/05/2010
1038,FCEQN,114,5003,S,0,A,2005,06/05/2013
1039,FCEQN,102,1764,S,0,A,2005,02/19/2003
1040,FCEQN,114,FCEQN-7268,S,0,A,2005,07/05/2013
1041,FCEQN,114,FCEQN-7269,S,0,A,2005,07/05/2013
1042,FCEQN,114,FCEQN-1363,S,0,A,2005,07/05/2013
1043,FCEQN,114,FCEQN-1173,S,0,A,2005,07/05/2013
1044,FCEQN,114,FCEQN-7270,S,0,A,2005,07/05/2013
1045,FCEQN,114,FCEQN-7272,S,0,A,2005,07/05/2013
1046,FCEQN,114,5606,S,0,A,2005,07/05/2013
1047,FCEQN,102,FCEQN-5778,S,1,A,2011,12/04/2011
1048,FCEQN,102,1711,S,0,P,2011,02/19/2003
1049,FCEQN,104,FCEQN-5172,S,0,A,2005,01/12/2010
1050,FCEQN,106,FCEQN-4621,S,0,A,2012,04/13/2011
1051,FCEQN,104,FCEQN-5339,S,0,P,2011,11/12/2010
1052,FCEQN,104,FCEQN-5701,S,1,A,2011,01/02/2011
1053,FCEQN,101,FCEQN-4275,S,0,A,2007,05/04/2009
1054,FCEQN,101,FCEQN-5348,S,0,P,2007,04/23/2011
1055,FCEQN,101,FCEQN-4682,S,0,A,2007,04/24/2010
1056,FCEQN,114,FCEQN-7274,S,0,A,2005,08/06/2013
1057,FCEQN,147,FCEQN-5776,S,0,A,2000,03/30/2011
1058,FCEQN,172,FCEQN-7276,S,0,A,2005,03/07/2013
1059,FCEQN,143,FCEQN-6320,S,0,A,2008,08/31/2013
1060,FCEQN,170,FCEQN-2941,S,0,E,2005,02/25/2007
1061,FCEQN,105,5060,S,0,A,2008,03/09/2013
1062,FCEQN,106,FCEQN-7279,S,0,A,2012,04/11/2013
1063,FCEQN,105,1488,S,0,P,2008,08/10/2008
1064,FCEQN,102,FCEQN-3684,S,0,A,2007,12/18/2007
1065,FCEQN,106,FCEQN-8109,S,0,A,2012,02/17/2014
1066,FCEQN,106,FCEQN-8110,S,0,A,2012,02/18/2014
1067,FCEQN,101,FCEQN-7021,S,0,A,2007,02/22/2014
1068,FCEQN,102,FCEQN-8115,S,0,A,2011,02/23/2014
1069,FCEQN,143,1568,S,0,A,2008,02/24/2014
1070,FCEQN,104,FCEQN-6418,S,0,A,2011,02/25/2014
1071,FCEQN,143,FCEQN-4446,S,0,A,2008,02/25/2014
1072,FCEQN,170,FCEQN-8120,S,0,A,2005,02/25/2014
1073,FCEQN,172,FCEQN-4497,S,0,A,2005,02/25/2014
1074,FCEQN,143,FCEQN-6585,S,0,A,2008,02/25/2014
1075,FCEQN,170,FCEQN-3379,S,0,A,2005,02/26/2014
1076,FCEQN,143,FCEQN-1605,S,0,A,2008,02/26/2014
1077,FCEQN,106,FCEQN-6572,S,0,A,2012,02/26/2014
1078,FCEQN,102,FCEQN-6777,S,0,A,2011,02/03/2014
1079,FCEQN,101,FCEQN-6050,S,0,A,2007,03/03/2014
1080,FCEQN,101,FCEQN-7427,S,0,A,2007,01/12/2013
1081,FCEQN,143,FCEQN-8121,S,0,A,2008,03/03/2014
1082,FCEQN,104,FCEQN-8122,S,0,A,2011,03/03/2014
1083,FCEQN,172,FCEQN-4803,S,0,A,2005,03/03/2014
1084,FCEQN,105,FCEQN-4120,S,0,A,2008,04/03/2014
1085,FCEQN,102,FCEQN-5847,S,0,A,2011,04/03/2014
1086,FCEQN,172,FCEQN-8123,S,0,A,2005,05/03/2014
1087,FCEQN,102,FCEQN-7026,S,0,A,2011,08/03/2014
1088,FCEQN,105,FCEQN-7048,S,0,A,2008,02/24/2014
1089,FCEQN,102,FCEQN-6870,S,0,A,2011,08/03/2014
1090,FCEQN,143,FCEQN-337,S,0,A,2008,08/03/2014
1091,FCEQN,172,FCEQN-6738,S,0,A,2005,12/16/2013
1092,FCEQN,143,FCEQN-4906,S,0,A,2008,09/03/2014
1093,FCEQN,104,FCEQN-8125,S,0,A,2011,10/03/2014
1094,FCEQN,170,FCEQN-4916,S,0,A,2005,11/03/2014
1095,FCEQN,143,FCEQN-1758,S,0,A,2008,11/03/2014
1096,FCEQN,170,FCEQN-8000,S,0,A,2005,05/02/2014
1097,FCEQN,172,FCEQN-8127,S,0,A,2005,12/03/2014
1098,FCEQN,102,3365,S,0,E,2000,02/20/2003
1099,FCEQN,172,FCEQN-8128,S,0,A,2005,12/03/2014
1100,FCEQN,147,FCEQN-7265,S,0,A,2000,09/02/2014
1101,FCEQN,101,FCEQN-7125,S,0,A,2007,12/14/2013
1102,FCEQN,106,FCEQN-8130,S,0,A,2012,03/15/2014
1103,FCEQN,147,FCEQN-7746,S,0,A,2000,12/14/2013
1104,FCEQN,147,FCEQN-7793,S,0,A,2000,12/16/2013
1105,FCEQN,147,FCEQN-7792,S,0,A,2000,12/16/2013
1106,FCEQN,172,FCEQN-7335,S,0,A,2005,11/25/2013
1107,FCEQN,101,FCEQN-8132,S,0,A,2007,03/15/2014
1108,FCEQN,147,FCEQN-8131,S,0,A,2000,03/15/2014
1109,FCEQN,101,FCEQN-8133,S,0,A,2007,03/15/2014
1110,FCEQN,172,FCEQN-8074,S,0,A,2005,10/02/2014
1111,FCEQN,105,FCEQN-5838,S,0,A,2008,03/15/2014
1112,FCEQN,104,FCEQN-8097,S,0,A,2011,12/02/2014
1113,FCEQN,172,FCEQN-7803,S,0,A,2005,12/16/2013
1114,FCEQN,147,FCEQN-7809,S,0,A,2000,12/16/2013
1115,FCEQN,147,FCEQN-6655,S,0,A,2000,03/16/2014
1116,FCEQN,143,FCEQN-6702,S,0,A,2008,03/16/2014
1117,FCEQN,147,FCEQN-8134,S,0,A,2000,03/16/2014
1118,FCEQN,147,FCEQN-7418,S,0,A,2000,01/12/2013
1119,FCEQN,172,FCEQN-8135,S,0,A,2005,03/16/2014
1120,FCEQN,143,FCEQN-4808,S,0,A,2008,03/16/2014
1121,FCEQN,102,FCEQN-7340,S,0,A,2011,11/25/2013
1122,FCEQN,106,FCEQN-8009,S,0,A,2012,05/02/2014
1123,FCEQN,101,FCEQN-8136,S,0,A,2007,03/17/2014
1124,FCEQN,172,FCEQN-8137,S,0,A,2005,03/17/2014
1125,FCEQN,101,FCEQN-7701,S,0,A,2007,12/14/2013
1126,FCEQN,147,FCEQN-7374,S,0,A,2000,11/30/2013
1127,FCEQN,147,FCEQN-8138,S,0,A,2000,03/18/2014
1128,FCEQN,106,FCEQN-7609,S,0,A,2012,09/12/2013
1129,FCEQN,147,FCEQN-7382,S,0,A,2000,11/30/2013
1130,FCEQN,147,FCEQN-7381,S,0,A,2000,11/30/2013
1131,FCEQN,143,FCEQN-3993,S,0,A,2008,03/18/2014
1132,FCEQN,172,1963,S,0,A,2005,05/02/2014
1133,FCEQN,147,FCEQN-7919,S,0,A,2000,01/02/2014
1134,FCEQN,172,FCEQN-8001,S,0,A,2005,05/02/2014
1135,FCEQN,172,FCEQN-7344,S,0,A,2005,11/25/2013
1136,FCEQN,172,FCEQN-7504,S,0,A,2005,03/12/2013
1137,FCEQN,170,FCEQN-8139,S,0,A,2005,03/22/2014
1138,FCEQN,104,FCEQN-7759,S,0,A,2011,12/15/2013
1139,FCEQN,102,FCEQN-7485,S,0,A,2011,03/12/2013
1140,FCEQN,106,FCEQN-7365,S,0,A,2012,11/26/2013
1141,FCEQN,143,FCEQN-7353,S,0,A,2008,03/23/2014
1142,FCEQN,102,FCEQN-7495,S,0,A,2011,03/23/2014
1143,FCEQN,102,FCEQN-7984,S,0,A,2011,04/02/2014
1144,FCEQN,102,FCEQN-7664,S,0,A,2011,11/12/2013
1145,FCEQN,101,FCEQN-8140,S,0,A,2007,03/23/2014
1146,FCEQN,172,FCEQN-7771,S,0,A,2005,12/15/2013
1147,FCEQN,172,FCEQN-7318,S,0,A,2005,11/24/2013
1148,FCEQN,102,FCEQN-7598,S,0,A,2011,09/12/2013
1149,FCEQN,106,FCEQN-7829,S,0,A,2012,12/17/2013
1150,FCEQN,172,FCEQN-7384,S,0,A,2005,11/30/2013
1151,FCEQN,172,FCEQN-7773,S,0,A,2005,12/16/2013
1152,FCEQN,172,FCEQN-7932,S,0,A,2005,02/02/2014
1153,FCEQN,106,FCEQN-7918,S,0,A,2012,01/02/2014
1154,FCEQN,172,FCEQN-7782,S,0,A,2005,12/16/2013
1155,FCEQN,172,FCEQN-7373,S,0,A,2005,11/30/2013
1156,FCEQN,172,FCEQN-7425,S,0,A,2005,01/12/2013
1157,FCEQN,172,FCEQN-7486,S,0,A,2005,03/12/2013
1158,FCEQN,147,FCEQN-7062,S,0,A,2000,12/22/2013
1159,FCEQN,101,FCEQN-7636,S,0,A,2007,10/12/2013
1160,FCEQN,170,FCEQN-8142,S,0,A,2005,03/25/2014
1161,FCEQN,104,FCEQN-7547,S,0,A,2011,04/12/2013
1162,FCEQN,101,FCEQN-8064,S,0,A,2007,09/02/2014
1163,FCEQN,102,FCEQN-7541,S,0,A,2011,04/12/2013
1164,FCEQN,172,FCEQN-7628,S,0,A,2005,10/12/2013
1165,FCEQN,101,FCEQN-7489,S,0,A,2007,03/12/2013
1166,FCEQN,101,FCEQN-7349,S,0,A,2007,03/25/2014
1167,FCEQN,104,FCEQN-7461,S,0,A,2011,02/12/2013
1168,FCEQN,104,FCEQN-7462,S,0,A,2011,02/12/2013
1169,FCEQN,101,FCEQN-7621,S,0,A,2007,10/12/2013
1170,FCEQN,104,FCEQN-7429,S,0,A,2011,01/12/2013
1171,FCEQN,143,FCEQN-7493,S,0,A,2008,03/12/2013
1172,FCEQN,147,FCEQN-7494,S,0,A,2000,03/12/2013
1173,FCEQN,101,FCEQN-6946,S,0,A,2007,12/22/2013
1174,FCEQN,147,FCEQN-8144,S,0,A,2000,03/25/2014
1175,FCEQN,172,FCEQN-7521,S,0,A,2005,03/12/2013
1176,FCEQN,143,FCEQN-7552,S,0,A,2008,04/12/2013
1177,FCEQN,172,FCEQN-7386,S,0,A,2005,11/30/2013
1178,FCEQN,102,FCEQN-7696,S,0,A,2011,12/14/2013
1179,FCEQN,172,FCEQN-7689,S,0,A,2005,12/14/2013
1180,FCEQN,101,FCEQN-7481,S,0,A,2007,02/12/2013
1181,FCEQN,147,FCEQN-7684,S,0,A,2000,12/14/2013
1182,FCEQN,102,FCEQN-7463,S,0,A,2011,02/12/2013
1183,FCEQN,170,FCEQN-7679,S,0,A,2005,12/14/2013
1184,FCEQN,101,FCEQN-7456,S,0,A,2007,02/12/2013
1185,FCEQN,172,FCEQN-7501,S,0,A,2005,03/12/2013
1186,FCEQN,172,FCEQN-7421,S,0,A,2005,01/12/2013
1187,FCEQN,102,FCEQN-7981,S,0,A,2011,04/02/2014
1188,FCEQN,172,FCEQN-7378,S,0,A,2005,11/30/2013
1189,FCEQN,104,FCEQN-7644,S,0,A,2011,11/12/2013
1190,FCEQN,147,FCEQN-7608,S,0,A,2000,09/12/2013
1191,FCEQN,170,FCEQN-6251,S,0,A,2005,12/18/2013
1192,FCEQN,104,FCEQN-7400,S,0,A,2011,11/30/2013
1193,FCEQN,102,FCEQN-7855,S,0,A,2011,12/17/2013
